country,year,pop,continent,lifeExp,gdpPercap,mortality,fertility
Jordan,1987,2820042.000,Asia,65.869,4448.680,33.100,6.157
Jordan,1992,3867409.000,Asia,68.015,3431.594,28.300,5.169
Jordan,1997,4526235.000,Asia,69.772,3645.380,24.900,4.395
Jordan,2002,5307470.000,Asia,71.263,3844.917,22.100,3.893
Jordan,2007,6053193.000,Asia,72.535,4519.461,19.300,3.641
Kenya,1952,6464046.000,Africa,42.270,853.541,180.700,7.450
Kenya,1957,7454779.000,Africa,44.686,944.438,136.100,7.763
Kenya,1962,8678557.000,Africa,47.949,896.966,109.900,8.042
Kenya,1967,10191512.000,Africa,50.654,1056.736,97.100,8.125
Kenya,1972,12044785.000,Africa,53.559,1222.360,87.300,8.012
Kenya,1977,14500404.000,Africa,56.155,1267.613,76.000,7.695
Kenya,1982,17661452.000,Africa,58.766,1348.226,65.800,7.270
Kenya,1987,21198082.000,Africa,59.339,1361.937,62.700,6.602
Kenya,1992,25020539.000,Africa,59.285,1341.922,68.900,5.668
Kenya,1997,28263827.000,Africa,54.407,1360.485,71.100,5.102
Kenya,2002,31386842.000,Africa,50.992,1287.515,62.200,4.990
Kenya,2007,35610177.000,Africa,54.110,1463.249,49.500,4.824
Korea Dem. Rep.,1952,8865488.000,Asia,50.056,1088.278,,3.247
Korea Dem. Rep.,1957,9411381.000,Asia,54.081,1571.135,,5.031
Korea Dem. Rep.,1962,10917494.000,Asia,56.656,1621.694,78.400,4.173
Korea Dem. Rep.,1967,12617009.000,Asia,59.942,2143.541,61.900,4.262
Korea Dem. Rep.,1972,14781241.000,Asia,63.983,3701.622,48.000,4.038
Korea Dem. Rep.,1977,16325320.000,Asia,67.159,4106.301,38.000,2.889
Korea Dem. Rep.,1982,17647518.000,Asia,69.100,4106.525,34.000,2.698
Korea Dem. Rep.,1987,19067554.000,Asia,70.647,4106.492,27.800,2.438
Korea Dem. Rep.,1992,20711375.000,Asia,69.978,3726.064,41.100,2.235
Korea Dem. Rep.,1997,21585105.000,Asia,67.727,1690.757,55.000,2.042
Korea Dem. Rep.,2002,22215365.000,Asia,66.662,1646.758,34.100,1.996
Korea Dem. Rep.,2007,23301725.000,Asia,67.297,1593.065,25.800,2.005
Korea Rep.,1952,20947571.000,Asia,47.453,1030.592,186.700,4.886
Korea Rep.,1957,22611552.000,Asia,52.681,1487.594,98.800,6.305
Korea Rep.,1962,26420307.000,Asia,55.292,1536.344,72.400,5.789
Korea Rep.,1967,30131000.000,Asia,57.716,2029.228,54.000,4.845
Korea Rep.,1972,33505000.000,Asia,62.612,3030.877,33.300,4.270
Korea Rep.,1977,36436000.000,Asia,64.766,4657.221,17.400,3.107
Korea Rep.,1982,39326000.000,Asia,67.123,5622.942,10.500,2.243
Korea Rep.,1987,41622000.000,Asia,69.810,8533.089,7.400,1.674
Korea Rep.,1992,43805450.000,Asia,72.244,12104.279,5.500,1.650
Korea Rep.,1997,46173816.000,Asia,74.647,15993.528,4.500,1.537
Korea Rep.,2002,47969150.000,Asia,77.045,19233.988,5.600,1.254
Korea Rep.,2007,49044790.000,Asia,78.623,23348.140,4.100,1.212
Kuwait,1952,160000.000,Asia,55.565,108382.353,,7.209
Kuwait,1957,212846.000,Asia,58.033,113523.133,,7.202
Kuwait,1962,358266.000,Asia,60.470,95458.112,89.000,7.312
Kuwait,1967,575003.000,Asia,64.624,80894.883,63.700,7.413
Kuwait,1972,841934.000,Asia,67.712,109347.867,47.900,6.978
Kuwait,1977,1140357.000,Asia,69.343,59265.477,36.000,6.050
Kuwait,1982,1497494.000,Asia,71.309,31354.036,25.200,5.075
Kuwait,1987,1891487.000,Asia,74.174,28118.430,17.600,3.313
Kuwait,1992,1418095.000,Asia,75.190,34932.920,14.000,2.144
Kuwait,1997,1765345.000,Asia,76.156,40300.620,11.900,2.788
Kuwait,2002,2111561.000,Asia,76.904,35110.106,10.600,2.718
Kuwait,2007,2505559.000,Asia,77.588,47306.990,9.800,2.667
Lebanon,1952,1439529.000,Asia,55.928,4834.804,,5.741
Lebanon,1957,1647412.000,Asia,59.489,6089.787,62.700,5.736
Lebanon,1962,1886848.000,Asia,62.094,5714.561,54.700,5.694
Lebanon,1967,2186894.000,Asia,63.870,6006.983,49.800,5.295
Lebanon,1972,2680018.000,Asia,65.421,7486.384,47.200,4.730
Lebanon,1977,3115787.000,Asia,66.099,8659.697,43.600,4.271
Lebanon,1982,3086876.000,Asia,66.983,7640.520,37.800,3.796
Lebanon,1987,3089353.000,Asia,67.926,5377.091,30.800,3.279
Lebanon,1992,3219994.000,Asia,69.292,6890.807,24.700,2.841
Lebanon,1997,3430388.000,Asia,70.265,8754.964,19.900,2.468
Lebanon,2002,3677780.000,Asia,71.028,9313.939,15.100,2.044
Lebanon,2007,3921278.000,Asia,71.993,10461.059,10.400,1.621
Lesotho,1952,748747.000,Africa,42.138,298.846,171.300,5.837
Lesotho,1957,813338.000,Africa,45.047,335.997,150.100,5.861
Lesotho,1962,893143.000,Africa,47.747,411.801,141.700,5.820
Lesotho,1967,996380.000,Africa,48.492,498.639,138.900,5.803
Lesotho,1972,1116779.000,Africa,49.767,496.582,125.400,5.802
Lesotho,1977,1251524.000,Africa,52.208,745.370,106.200,5.706
Lesotho,1982,1411807.000,Africa,55.078,797.263,85.800,5.491
Lesotho,1987,1599200.000,Africa,57.180,773.993,73.700,5.169
Lesotho,1992,1803195.000,Africa,59.685,977.486,71.100,4.759
Lesotho,1997,1982823.000,Africa,55.558,1186.148,80.500,4.394
Lesotho,2002,2046772.000,Africa,44.593,1275.185,86.300,3.862
Lesotho,2007,2012649.000,Africa,42.592,1569.331,84.300,3.405
Liberia,1952,863308.000,Africa,38.480,575.573,216.471,6.264
Liberia,1957,975950.000,Africa,39.486,620.970,210.500,6.340
Liberia,1962,1112796.000,Africa,40.502,634.195,211.400,6.453
Liberia,1967,1279406.000,Africa,41.536,713.604,201.700,6.583
Liberia,1972,1482628.000,Africa,42.614,803.005,184.400,6.777
Liberia,1977,1703617.000,Africa,43.764,640.322,168.300,6.930
Liberia,1982,1956875.000,Africa,44.852,572.200,157.100,6.964
Liberia,1987,2269414.000,Africa,46.027,506.114,161.500,6.752
Liberia,1992,1912974.000,Africa,40.802,636.623,170.300,6.336
Liberia,1997,2200725.000,Africa,42.221,609.174,145.200,6.061
Liberia,2002,2814651.000,Africa,43.753,531.482,108.200,5.722
Liberia,2007,3193942.000,Africa,45.678,414.507,76.900,5.277
Libya,1952,1019729.000,Africa,42.723,2387.548,,7.250
Libya,1957,1201578.000,Africa,45.289,3448.284,,7.428
Libya,1962,1441863.000,Africa,47.808,6757.031,148.400,7.607
Libya,1967,1759224.000,Africa,50.227,18772.752,113.300,7.776
Libya,1972,2183877.000,Africa,52.773,21011.497,86.000,7.929
Libya,1977,2721783.000,Africa,57.442,21951.212,65.600,7.976
Libya,1982,3344074.000,Africa,62.155,17364.275,52.200,7.422
Libya,1987,3799845.000,Africa,66.234,11770.590,41.300,5.913
Libya,1992,4364501.000,Africa,68.755,9640.139,32.200,4.426
Libya,1997,4759670.000,Africa,71.555,9467.446,26.500,3.383
Libya,2002,5368585.000,Africa,72.737,9534.677,22.700,2.929
Libya,2007,6036914.000,Africa,73.952,12057.499,17.300,2.690
Madagascar,1952,4762912.000,Africa,36.681,1443.012,,7.300
Madagascar,1957,5181679.000,Africa,38.865,1589.203,,7.300
Madagascar,1962,5703324.000,Africa,40.848,1643.387,,7.300
Madagascar,1967,6334556.000,Africa,42.881,1634.047,105.400,7.310
Madagascar,1972,7082430.000,Africa,44.851,1748.563,95.300,7.318
Madagascar,1977,8007166.000,Africa,46.881,1544.229,101.900,7.008
Madagascar,1982,9171477.000,Africa,48.969,1302.879,108.500,6.240
Madagascar,1987,10568642.000,Africa,49.350,1155.442,106.400,6.225
Madagascar,1992,12210395.000,Africa,52.214,1040.676,92.900,6.179
Madagascar,1997,14165114.000,Africa,54.978,986.296,80.000,5.841
Madagascar,2002,16473477.000,Africa,57.286,894.637,62.900,5.337
Madagascar,2007,19167654.000,Africa,59.443,1044.770,47.900,4.870
Malawi,1952,2917802.000,Africa,36.256,369.165,,6.779
Malawi,1957,3221238.000,Africa,37.207,416.370,223.800,6.832
Malawi,1962,3628608.000,Africa,38.410,427.901,214.600,6.983
Malawi,1967,4147252.000,Africa,39.487,495.515,211.500,7.182
Malawi,1972,4730997.000,Africa,41.766,584.622,200.600,7.389
Malawi,1977,5637246.000,Africa,43.767,663.224,170.600,7.584
Malawi,1982,6502825.000,Africa,45.642,632.804,144.400,7.613
Malawi,1987,7824747.000,Africa,47.457,635.517,149.600,7.402
Malawi,1992,10014249.000,Africa,49.420,563.200,133.100,6.719
Malawi,1997,10419991.000,Africa,47.495,692.276,117.100,6.411
Malawi,2002,11824495.000,Africa,45.009,665.423,88.800,6.119
Malawi,2007,13327079.000,Africa,48.303,759.350,64.500,5.843
Malaysia,1952,6748378.000,Asia,48.463,1831.133,,6.226
Malaysia,1957,7739235.000,Asia,52.102,1810.067,78.400,6.260
Malaysia,1962,8906385.000,Asia,55.737,2036.885,61.100,6.052
Malaysia,1967,10154878.000,Asia,59.371,2277.742,49.100,5.326
Malaysia,1972,11441462.000,Asia,63.010,2849.095,39.800,4.603
Malaysia,1977,12845381.000,Asia,65.256,3827.922,30.500,3.990
Malaysia,1982,14441916.000,Asia,68.000,4920.356,22.400,3.725
Malaysia,1987,16331785.000,Asia,69.500,5249.803,16.600,3.604
Malaysia,1992,18319502.000,Asia,70.693,7277.913,13.000,3.454
Malaysia,1997,20476091.000,Asia,71.938,10132.910,10.700,3.190
Malaysia,2002,22662365.000,Asia,73.044,10206.978,7.600,2.544
Malaysia,2007,24821286.000,Asia,74.241,12451.656,6.900,2.093
Mali,1952,3838168.000,Africa,33.685,452.337,,6.465
Mali,1957,4241884.000,Africa,35.307,490.382,,6.632
Mali,1962,4690372.000,Africa,36.936,496.174,225.200,6.747
Mali,1967,5212416.000,Africa,38.487,545.010,203.000,6.858
Mali,1972,5828158.000,Africa,39.977,581.369,191.100,6.924
Mali,1977,6491649.000,Africa,41.714,686.395,172.800,6.999
Mali,1982,6998256.000,Africa,43.916,618.014,154.200,7.070
Mali,1987,7634008.000,Africa,46.364,684.172,137.800,7.092
Mali,1992,8416215.000,Africa,48.388,739.014,127.300,7.023
Mali,1997,9384984.000,Africa,49.903,790.258,122.600,6.896
Mali,2002,10580176.000,Africa,51.818,951.410,108.800,6.811
Mali,2007,12031795.000,Africa,54.467,1042.582,90.100,6.806
Mauritania,1952,1022556.000,Africa,40.543,743.116,157.300,6.296
Mauritania,1957,1076852.000,Africa,42.338,846.120,143.800,6.685
Mauritania,1962,1146757.000,Africa,44.248,1055.896,128.900,6.794
Mauritania,1967,1230542.000,Africa,46.289,1421.145,114.800,6.798
Mauritania,1972,1332786.000,Africa,48.437,1586.852,107.000,6.759
Mauritania,1977,1456688.000,Africa,50.852,1497.492,102.000,6.594
Mauritania,1982,1622136.000,Africa,53.599,1481.150,92.500,6.314
Mauritania,1987,1841240.000,Africa,56.145,1421.604,82.100,6.104
Mauritania,1992,2119465.000,Africa,58.333,1361.370,76.700,5.875
Mauritania,1997,2444741.000,Africa,60.430,1483.136,76.300,5.569
Mauritania,2002,2828858.000,Africa,62.247,1579.020,75.900,5.263
Mauritania,2007,3270065.000,Africa,64.164,1803.151,73.100,4.990
Mauritius,1952,516556.000,Africa,50.986,1967.956,81.000,5.897
Mauritius,1957,609816.000,Africa,58.089,2034.038,76.700,5.942
Mauritius,1962,701016.000,Africa,60.246,2529.067,63.600,6.124
Mauritius,1967,789309.000,Africa,61.557,2475.388,68.400,4.847
Mauritius,1972,851334.000,Africa,62.944,2575.484,58.700,3.575
Mauritius,1977,913025.000,Africa,64.930,3710.983,39.500,3.071
Mauritius,1982,992040.000,Africa,66.711,3688.038,28.300,2.412
Mauritius,1987,1042663.000,Africa,68.740,4783.587,24.400,2.272
Mauritius,1992,1096202.000,Africa,69.745,6058.254,18.400,2.253
Mauritius,1997,1149818.000,Africa,70.736,7425.705,19.800,2.071
Mauritius,2002,1200206.000,Africa,71.954,9021.816,14.200,1.927
Mauritius,2007,1250882.000,Africa,72.801,10956.991,14.100,1.628
Mexico,1952,30144317.000,Americas,50.789,3478.126,,6.687
Mexico,1957,35015548.000,Americas,55.190,4131.547,,6.796
Mexico,1962,41121485.000,Americas,58.299,4581.609,94.900,6.771
Mexico,1967,47995559.000,Americas,60.110,5754.734,84.100,6.777
Mexico,1972,55984294.000,Americas,62.361,6809.407,72.700,6.525
Mexico,1977,63759976.000,Americas,65.032,7674.929,62.800,5.418
Mexico,1982,71640904.000,Americas,67.405,9611.148,51.400,4.334
Mexico,1987,80122492.000,Americas,69.498,8688.156,42.100,3.669
Mexico,1992,88111030.000,Americas,71.455,9472.384,33.700,3.199
Mexico,1997,95895146.000,Americas,73.670,9767.298,25.800,2.831
Mexico,2002,102479927.000,Americas,74.902,10742.441,19.300,2.565
Mexico,2007,108700891.000,Americas,76.195,11977.575,15.800,2.379
Mongolia,1952,800663.000,Asia,42.244,786.567,,5.537
Mongolia,1957,882134.000,Asia,45.248,912.663,,6.245
Mongolia,1962,1010280.000,Asia,48.251,1056.354,,7.347
Mongolia,1967,1149500.000,Asia,51.253,1226.041,,7.591
Mongolia,1972,1320500.000,Asia,53.754,1421.742,,7.497
Mongolia,1977,1528000.000,Asia,55.491,1647.512,,6.780
Mongolia,1982,1756032.000,Asia,57.489,2000.603,105.600,5.864
Mongolia,1987,2015133.000,Asia,60.222,2338.008,87.300,4.906
Mongolia,1992,2312802.000,Asia,61.271,1785.402,70.700,3.451
Mongolia,1997,2494803.000,Asia,63.625,1902.252,56.600,2.430
Mongolia,2002,2674234.000,Asia,65.033,2140.739,42.500,2.089
Mongolia,2007,2874127.000,Asia,66.803,3095.772,30.600,2.315
Montenegro,1952,413834.000,Europe,59.164,2647.586,,4.052
Montenegro,1957,442829.000,Europe,61.448,3682.260,,3.791
Montenegro,1962,474528.000,Europe,63.728,4649.594,,3.308
Montenegro,1967,501035.000,Europe,67.178,5907.851,,2.833
Montenegro,1972,527678.000,Europe,70.636,7778.414,,2.625
Montenegro,1977,560073.000,Europe,73.066,9595.930,,2.402
Montenegro,1982,562548.000,Europe,74.101,11222.588,,2.185
Montenegro,1987,569473.000,Europe,74.865,11732.510,18.200,1.980
Montenegro,1992,621621.000,Europe,75.435,7003.339,14.000,1.825
Montenegro,1997,692651.000,Europe,75.445,6465.613,13.500,1.824
Montenegro,2002,720230.000,Europe,73.981,6557.194,11.500,1.792
Montenegro,2007,684736.000,Europe,74.543,9253.896,8.200,1.734
Morocco,1952,9939217.000,Africa,42.873,1688.204,,6.578
Morocco,1957,11406350.000,Africa,45.423,1642.002,152.000,6.885
Morocco,1962,13056604.000,Africa,47.924,1566.353,140.400,7.131
Morocco,1967,14770296.000,Africa,50.335,1711.045,127.900,6.953
Morocco,1972,16660670.000,Africa,52.862,1930.195,116.800,6.485
Morocco,1977,18396941.000,Africa,55.730,2370.620,104.000,5.970
Morocco,1982,20198730.000,Africa,59.650,2702.620,87.300,5.439
Morocco,1987,22987397.000,Africa,62.677,2755.047,71.000,4.567
Morocco,1992,25798239.000,Africa,65.393,2948.047,58.500,3.755
Morocco,1997,28529501.000,Africa,67.660,2982.102,47.700,3.033
Morocco,2002,31167783.000,Africa,69.615,3258.496,38.900,2.535
Morocco,2007,33757175.000,Africa,71.164,3820.175,31.900,2.398
Mozambique,1952,6446316.000,Africa,31.286,468.526,,6.600
Mozambique,1957,7038035.000,Africa,33.779,495.587,,6.600
Mozambique,1962,7788944.000,Africa,36.161,556.686,,6.601
Mozambique,1967,8680909.000,Africa,38.113,566.669,184.100,6.601
Mozambique,1972,9809596.000,Africa,40.328,724.918,180.500,6.580
Mozambique,1977,11127868.000,Africa,42.495,502.320,176.400,6.532
Mozambique,1982,12587223.000,Africa,42.795,462.211,173.300,6.457
Mozambique,1987,12891952.000,Africa,42.861,389.876,165.700,6.345
Mozambique,1992,13160731.000,Africa,44.284,410.897,154.700,6.140
Mozambique,1997,16603334.000,Africa,46.344,472.346,132.700,5.880
Mozambique,2002,18473780.000,Africa,44.026,633.618,104.000,5.741
Mozambique,2007,19951656.000,Africa,42.082,823.686,81.500,5.588
Myanmar,1952,20092996.000,Asia,36.319,331.000,,6.002
Myanmar,1957,21731844.000,Asia,41.905,350.000,,5.999
Myanmar,1962,23634436.000,Asia,45.108,388.000,,6.096
Myanmar,1967,25870271.000,Asia,49.379,349.000,,6.109
Myanmar,1972,28466390.000,Asia,53.070,357.000,116.500,5.791
Myanmar,1977,31528087.000,Asia,56.059,371.000,104.300,5.289
Myanmar,1982,34680442.000,Asia,58.056,424.000,93.100,4.764
Myanmar,1987,38028578.000,Asia,58.339,385.000,83.700,3.909
Myanmar,1992,40546538.000,Asia,59.320,347.000,74.600,3.158
Myanmar,1997,43247867.000,Asia,60.328,415.000,65.600,2.675
Myanmar,2002,45598081.000,Asia,59.908,611.000,57.700,2.286
Myanmar,2007,47761980.000,Asia,62.069,944.000,50.200,2.075
Namibia,1952,485831.000,Africa,41.725,2423.780,,5.990
Namibia,1957,548080.000,Africa,45.226,2621.448,,6.090
Namibia,1962,621392.000,Africa,48.386,3173.216,,6.184
Namibia,1967,706640.000,Africa,51.159,3793.695,62.300,6.301
Namibia,1972,821782.000,Africa,53.867,3746.081,62.900,6.570
Namibia,1977,977026.000,Africa,56.437,3876.486,63.700,6.622
Namibia,1982,1099010.000,Africa,58.968,4191.101,61.500,6.259
Namibia,1987,1278184.000,Africa,60.835,3693.731,53.800,5.625
Namibia,1992,1554253.000,Africa,61.999,3804.538,47.800,4.970
Namibia,1997,1774766.000,Africa,58.909,3899.524,48.400,4.351
Namibia,2002,1972153.000,Africa,51.479,4072.325,48.700,3.847
Namibia,2007,2055080.000,Africa,52.906,4811.060,42.700,3.436
Nepal,1952,9182536.000,Asia,36.157,545.866,230.600,5.993
Nepal,1957,9682338.000,Asia,37.686,597.936,224.700,5.993
Nepal,1962,10332057.000,Asia,39.393,652.397,213.300,5.995
Nepal,1967,11261690.000,Asia,41.472,676.442,191.300,5.994
Nepal,1972,12412593.000,Asia,43.971,674.788,170.900,5.945
Nepal,1977,13933198.000,Asia,46.748,694.112,152.300,5.850
Nepal,1982,15796314.000,Asia,49.594,718.373,132.100,5.676
Nepal,1987,17917180.000,Asia,52.537,775.632,111.100,5.378
Nepal,1992,20326209.000,Asia,55.727,897.740,88.900,5.004
Nepal,1997,23001113.000,Asia,59.426,1010.892,69.600,4.473
Nepal,2002,25873917.000,Asia,61.340,1057.206,53.800,3.778
Nepal,2007,28901790.000,Asia,63.785,1091.360,42.000,3.046
Netherlands,1952,10381988.000,Europe,72.130,8941.572,22.800,3.090
Netherlands,1957,11026383.000,Europe,72.990,11276.193,18.200,3.080
Netherlands,1962,11805689.000,Europe,73.230,12790.850,15.600,3.180
Netherlands,1967,12596822.000,Europe,73.820,15363.251,13.800,2.810
Netherlands,1972,13329874.000,Europe,73.750,18794.746,11.700,2.150
Netherlands,1977,13852989.000,Europe,75.240,21209.059,9.700,1.580
Netherlands,1982,14310401.000,Europe,76.050,21399.460,8.400,1.500
Netherlands,1987,14665278.000,Europe,76.830,23651.324,7.500,1.560
Netherlands,1992,15174244.000,Europe,77.420,26790.950,6.300,1.590
Netherlands,1997,15604464.000,Europe,78.030,30246.131,5.300,1.560
Netherlands,2002,16122830.000,Europe,78.530,33724.758,4.900,1.730
Netherlands,2007,16570613.000,Europe,79.762,36797.933,4.200,1.718
New Zealand,1952,1994794.000,Oceania,69.390,10556.576,27.300,3.319
New Zealand,1957,2229407.000,Oceania,70.260,12247.395,24.300,3.511
New Zealand,1962,2488550.000,Oceania,71.240,13175.678,20.900,3.507
New Zealand,1967,2728150.000,Oceania,71.520,14463.919,17.900,2.998
New Zealand,1972,2929100.000,Oceania,71.890,16046.037,16.200,2.904
New Zealand,1977,3164900.000,Oceania,72.220,16233.718,13.900,2.321
New Zealand,1982,3210650.000,Oceania,73.840,17632.410,12.100,2.102
New Zealand,1987,3317166.000,Oceania,74.320,19007.191,10.600,2.238
New Zealand,1992,3437674.000,Oceania,76.330,18363.325,8.200,2.307
New Zealand,1997,3676187.000,Oceania,77.550,21050.414,6.600,2.052
New Zealand,2002,3908037.000,Oceania,79.110,23189.801,5.800,1.954
New Zealand,2007,4115771.000,Oceania,80.204,25185.009,5.300,2.110
Nicaragua,1952,1165790.000,Americas,42.314,3112.364,,7.158
Nicaragua,1957,1358828.000,Americas,45.432,3457.416,138.100,7.495
Nicaragua,1962,1590597.000,Americas,48.632,3634.364,131.100,7.179
Nicaragua,1967,1865490.000,Americas,51.884,4643.394,123.100,6.961
Nicaragua,1972,2182908.000,Americas,55.151,4688.593,111.200,6.807
Nicaragua,1977,2554598.000,Americas,57.470,5486.371,91.300,6.420
Nicaragua,1982,2979423.000,Americas,59.298,3470.338,69.900,5.890
Nicaragua,1987,3344353.000,Americas,62.008,2955.984,56.500,5.118
Nicaragua,1992,4017939.000,Americas,65.843,2170.152,47.100,4.519
Nicaragua,1997,4609572.000,Americas,68.426,2253.023,37.600,3.702
Nicaragua,2002,5146848.000,Americas,70.836,2474.549,29.800,3.046
Nicaragua,2007,5675356.000,Americas,72.899,2749.321,24.400,2.759
Niger,1952,3379468.000,Africa,37.444,761.879,,6.878
Niger,1957,3692184.000,Africa,38.598,835.523,,6.971
Niger,1962,4076008.000,Africa,39.487,997.766,,7.116
Niger,1967,4534062.000,Africa,40.118,1054.385,133.100,7.300
Niger,1972,5060262.000,Africa,40.546,954.209,140.400,7.495
Niger,1977,5682086.000,Africa,41.291,808.897,138.900,7.628
Niger,1982,6437188.000,Africa,42.598,909.722,135.300,7.751
Niger,1987,7332638.000,Africa,44.555,668.300,141.400,7.771
Niger,1992,8392818.000,Africa,47.391,581.183,132.600,7.766
Niger,1997,9666252.000,Africa,51.313,580.305,111.300,7.767
Niger,2002,11140655.000,Africa,54.496,601.075,94.100,7.681
Niger,2007,12894865.000,Africa,56.867,619.677,75.200,7.593
Nigeria,1952,33119096.000,Africa,36.324,1077.282,,6.354
Nigeria,1957,37173340.000,Africa,37.802,1100.593,,6.354
Nigeria,1962,41871351.000,Africa,39.360,1150.927,182.600,6.346
Nigeria,1967,47287752.000,Africa,41.040,1014.514,182.600,6.359
Nigeria,1972,53740085.000,Africa,42.821,1698.389,159.200,6.575
Nigeria,1977,62209173.000,Africa,44.514,1981.952,135.800,6.757
Nigeria,1982,73039376.000,Africa,45.826,1576.974,124.400,6.767
Nigeria,1987,81551520.000,Africa,46.886,1385.030,125.400,6.625
Nigeria,1992,93364244.000,Africa,47.472,1619.848,125.500,6.395
Nigeria,1997,106207839.000,Africa,47.464,1624.941,119.900,6.187
Nigeria,2002,119901274.000,Africa,46.608,1615.286,105.900,6.058
Nigeria,2007,135031164.000,Africa,46.859,2013.977,90.300,6.015
Norway,1952,3327728.000,Europe,72.670,10095.422,23.700,2.610
Norway,1957,3491938.000,Europe,73.440,11653.973,20.000,2.860
Norway,1962,3638919.000,Europe,73.470,13450.402,17.500,2.890
Norway,1967,3786019.000,Europe,74.080,16361.876,14.800,2.800
Norway,1972,3933004.000,Europe,74.340,18965.056,12.200,2.380
Norway,1977,4043205.000,Europe,75.370,23311.349,9.300,1.750
Norway,1982,4114787.000,Europe,75.970,26298.635,8.000,1.710
Norway,1987,4186147.000,Europe,75.890,31540.975,8.200,1.750
Norway,1992,4286357.000,Europe,77.320,33965.661,5.800,1.880
Norway,1997,4405672.000,Europe,78.320,41283.164,4.200,1.860
Norway,2002,4535591.000,Europe,79.050,44683.975,3.600,1.750
Norway,2007,4627926.000,Europe,80.196,49357.190,3.000,1.900
Oman,1952,507833.000,Asia,37.578,1828.230,,7.252
Oman,1957,561977.000,Asia,40.080,2242.747,,7.250
Oman,1962,628164.000,Asia,43.165,2924.638,226.000,7.251
Oman,1967,714775.000,Asia,46.988,4720.943,178.500,7.282
Oman,1972,829050.000,Asia,52.143,10618.039,136.100,7.414
Oman,1977,1004533.000,Asia,57.367,11848.344,100.100,8.018
Oman,1982,1301048.000,Asia,62.728,12954.791,66.600,8.352
Oman,1987,1593882.000,Asia,67.734,18115.223,41.800,7.933
Oman,1992,1915208.000,Asia,71.197,18616.707,26.800,6.472
Oman,1997,2283635.000,Asia,72.499,19702.056,17.700,4.631
Oman,2002,2713462.000,Asia,74.193,19774.837,12.500,3.297
Oman,2007,3204897.000,Asia,75.640,22316.193,10.400,2.887
Pakistan,1952,41346560.000,Asia,43.436,684.597,273.200,6.600
Pakistan,1957,46679944.000,Asia,45.557,747.084,216.600,6.600
Pakistan,1962,53100671.000,Asia,47.670,803.343,178.000,6.600
Pakistan,1967,60641899.000,Asia,49.800,942.408,151.500,6.600
Pakistan,1972,69325921.000,Asia,51.929,1049.939,135.700,6.605
Pakistan,1977,78152686.000,Asia,54.043,1175.921,126.100,6.599
Pakistan,1982,91462088.000,Asia,56.158,1443.430,119.400,6.483
Pakistan,1987,105186881.000,Asia,58.245,1704.687,111.400,6.310
Pakistan,1992,120065004.000,Asia,60.838,1971.829,102.500,5.767
Pakistan,1997,135564834.000,Asia,61.818,2049.351,93.300,5.042
Pakistan,2002,153403524.000,Asia,63.610,2092.712,84.400,4.125
Pakistan,2007,169270617.000,Asia,65.483,2605.948,77.400,3.648
Panama,1952,940080.000,Americas,55.191,2480.380,81.900,5.749
Panama,1957,1063506.000,Americas,59.201,2961.801,72.000,5.880
Panama,1962,1215725.000,Americas,61.817,3536.540,63.600,5.812
Panama,1967,1405486.000,Americas,64.071,4421.009,56.200,5.472
Panama,1972,1616384.000,Americas,66.216,5364.250,47.400,4.939
Panama,1977,1839782.000,Americas,68.681,5351.912,39.000,4.260
Panama,1982,2036305.000,Americas,70.472,7009.602,33.400,3.673
Panama,1987,2253639.000,Americas,71.523,7034.779,28.100,3.262
Panama,1992,2484997.000,Americas,72.462,6618.743,24.600,2.982
Panama,1997,2734531.000,Americas,73.738,7113.692,23.000,2.870
Panama,2002,2990875.000,Americas,74.712,7356.032,20.900,2.775
Panama,2007,3242173.000,Americas,75.537,9809.186,18.500,2.637
Paraguay,1952,1555876.000,Americas,62.649,1952.309,65.100,6.499
Paraguay,1957,1770902.000,Americas,63.196,2046.155,64.800,6.511
Paraguay,1962,2009813.000,Americas,64.361,2148.027,61.400,6.472
Paraguay,1967,2287985.000,Americas,64.951,2299.376,59.300,6.170
Paraguay,1972,2614104.000,Americas,65.815,2523.338,56.800,5.456
Paraguay,1977,2984494.000,Americas,66.353,3248.373,52.600,5.195
Paraguay,1982,3366439.000,Americas,66.874,4258.504,47.000,5.191
Paraguay,1987,3886512.000,Americas,67.378,3998.876,40.700,4.835
Paraguay,1992,4483945.000,Americas,68.225,4196.411,34.800,4.356
Paraguay,1997,5154123.000,Americas,69.400,4247.400,30.100,3.921
Paraguay,2002,5884491.000,Americas,70.755,3783.674,26.100,3.512
Paraguay,2007,6667147.000,Americas,71.752,4172.838,22.400,3.123
Peru,1952,8025700.000,Americas,43.902,3758.523,174.600,6.852
Peru,1957,9146100.000,Americas,46.263,4245.257,146.600,6.863
Peru,1962,10516500.000,Americas,49.096,4957.038,129.100,6.860
Peru,1967,12132200.000,Americas,51.445,5788.093,111.600,6.605
Peru,1972,13954700.000,Americas,55.448,5937.827,98.300,6.073
Peru,1977,15990099.000,Americas,58.447,6281.291,87.000,5.437
Peru,1982,18125129.000,Americas,61.406,6434.502,78.700,4.729
Peru,1987,20195924.000,Americas,64.134,6360.943,64.600,4.144
Peru,1992,22430449.000,Americas,66.458,4446.381,51.000,3.617
Peru,1997,24748122.000,Americas,68.386,5838.348,36.900,3.142
